N,P,K,temperature,humidity,ph,rainfall,label
21.033610393062382,31.826407576228736,32.938995330892375,29.15123919121291,55.24944658286405,5.372600373317512,97.48461870823857,mango
8.899338412148213,27.397561098379573,27.859323474297515,35.58349856289481,50.28513930305445,6.589378686193686,95.13662907175768,mango
2.5199235577794408,20.384204775074046,27.48076877831297,27.870666485204215,55.1148652850455,6.441287381437419,97.21310484874277,mango
7.507078307870833,32.7561004018508,29.874994878324365,29.663531832929362,50.17854898267817,6.473714052433883,95.06001053796197,mango
7.37536896151363,27.523600859224832,37.537691781981074,30.11140196225973,47.79001036506404,4.897885750432894,96.01741617575418,mango
4.7146217843309435,35.63062751042569,25.1126583871945,32.80054291634638,50.43365797452694,5.731323968766761,104.43432432974592,mango
16.056994300979827,30.464848940538996,23.536639628848185,34.94599074027182,48.45834720080242,6.070440737310087,93.50227455364775,mango
27.606512842808694,18.352881716041285,28.787250176143147,34.45111722690511,53.709000255527705,5.46906989554337,92.57089879706004,mango
21.051387452215234,24.070135536869493,32.13321691460625,27.263316873256855,48.99778510967148,5.50358711330941,97.77282026506569,mango
28.703585325884173,38.984129311433065,28.460834870951746,33.25236729514481,51.595280912899796,6.140830136527488,98.86473054795222,mango
21.20456794257236,34.569889594018626,26.460941873023,32.06633144217479,51.96562575516093,5.568910278644858,103.65224427827334,mango
27.277616512202,20.216809813835066,26.77951233153834,32.14496035678076,50.15965397268066,6.065291757059733,97.83818392315459,mango
8.133600024006242,37.3864366181343,33.647827165742925,28.84551325371113,52.13603300530942,6.467504585661181,99.79961390429136,mango
2.5556604592300123,32.05229862782549,30.24948776922653,32.52076338437705,52.19314358481371,5.248357520669027,93.45565958781768,mango
14.992236305450794,25.20632354880704,32.129001601641306,32.627784988288475,49.303791223226476,5.483920970981208,93.85523345193226,mango
28.328485646548074,21.213430109024838,27.64418964523037,30.466003650761607,51.59927846825765,5.610714333322512,93.91493774836768,mango
19.520909031264967,23.0110999523666,31.747213402924764,32.64067952932008,46.85509064038024,5.154568113327178,87.50391761879871,mango
16.824304465767195,19.839793112343063,28.002822393748687,29.677047168150597,52.061475292714555,5.13673103455529,97.5657511585296,mango
2.2941347746083096,19.055441501585285,28.278787291131472,34.93528077329818,48.76307166901254,6.327531448121539,90.83276933714056,mango
26.59151768061746,22.425002534173274,25.31416833628976,30.251730772587678,51.96605780181469,5.674282157877618,93.10167526729761,mango
20.079170771387652,26.784196005182622,25.74276544039074,28.247801934664576,44.74628097879011,5.042589719599924,92.05395342594596,mango
11.489639209992905,31.52530048462463,30.36688176348562,33.0333744290613,46.535178329146206,6.246102758083403,98.10786633750985,mango
2.121937332113379,39.8436333544273,32.24188129506172,31.197093747338684,50.7165009704724,5.360390190039294,93.22606007772147,mango
2.129038787200352,18.577365484895495,25.507955730938647,35.11902025523739,47.98002504311858,6.409450844729059,94.96497729514238,mango
5.13806406777666,31.78114364804233,31.591149203732467,31.78914053394942,52.19935099123853,6.02711188624639,94.79745284348976,mango
40.751628402487405,22.904463818524583,27.487041502598036,28.38505767283183,51.743053553791746,5.516172162496036,94.30155413073423,mango
23.006203213140378,21.18892858600078,30.93535861237686,35.382243659042324,53.58949259238574,5.14059335880564,95.62884907136164,mango
35.360981413246876,29.652299289865443,34.256245918645064,31.665358981395347,49.04224542946998,6.652395053974555,95.92112069596529,mango
18.361334390051,17.41368307451026,27.357807655418405,31.251607108818664,44.58355382737636,5.705215482562099,94.74390856704564,mango
39.936318267373494,16.04218836704609,33.59649583501774,34.111659292304026,52.38385192260597,5.246885585755597,101.41457383951482,mango
27.793623277409008,22.403289933548276,24.50598461234175,33.03534700925926,45.5676211227947,5.923322969386951,95.60308260210621,mango
39.25488357881955,38.73903349049628,31.257378760072733,32.251466866538905,48.59671073154053,5.167006866119325,90.90330407982688,mango
32.84941973840811,28.629491091493993,25.76989559636844,29.071871531789252,48.090288412100406,5.529772480581985,97.0791963553573,mango
9.125940517932005,19.26203510257386,30.405230240775094,31.29397337181176,52.19308129441393,5.773280461043957,94.42731389549202,mango
1.421871581126589,16.607296842590006,30.133449252222512,36.02608361948113,54.9868576720302,6.424688458690794,89.83773197012312,mango
3.8187895569356547,20.567221537559078,30.763004277949353,27.66523830121641,54.8308083589015,6.467486630874305,96.5871181901647,mango
36.62396603746671,23.01471819790883,31.042759197033586,33.40173462368867,55.497371400822274,4.828575880784998,96.26715801015624,mango
2.682052280868594,20.697366210940146,27.064397646210814,27.97173180472626,51.53127384846137,6.058676812363502,97.62904715396158,mango
33.53154180543996,38.82011338424962,26.276773990716432,33.86048562669817,52.313465928261785,6.450427593956925,97.55450364856709,mango
40.83544602922392,14.960398755622982,34.992289966533114,33.91666228929196,54.01660475431747,5.029915282450977,98.39254188460737,mango
17.70847286141842,18.591958260215257,28.207267165493146,31.207497970983162,44.73941251850367,5.540191214572515,94.94094516992493,mango
4.937646917506662,32.817145853353395,28.484095745392025,30.235284074899766,50.08694529680577,6.418294416753449,90.5192981635291,mango
31.53780773840551,26.175255308150735,22.545200365197097,28.478380615188076,48.18521274190288,5.0842309089201585,92.56385071099768,mango
23.91489265732946,23.913293588273163,26.405104849313766,30.09128892087592,51.654668668739276,5.747649595628119,94.72985698970997,mango
0.45782818089817656,19.476920351113193,28.033382768177837,28.590010387024677,53.205681541502955,6.441793430017972,101.57436303669591,mango
35.04902992236593,13.68978003559028,23.226491953267875,33.10482325794048,48.931047419559185,6.749674816689397,96.28687760914369,mango
18.012829918378948,19.604524668397683,28.187692998279985,31.22559713762168,46.41719255404029,5.746012483557594,93.48951931554464,mango
42.075060940681226,20.693061878856348,26.565174304005392,33.754361202279725,54.159344167054066,4.796565023440294,97.38919324051872,mango
16.429527597294705,27.958515093676493,29.93828875058003,33.82305568346981,50.901952051221755,5.3435217824139585,86.71110651364317,mango
32.22670566399241,33.81313818168759,26.774422005560382,33.83642703505327,52.41082910977261,6.530197543739712,99.47910274141633,mango
25.60310460875604,17.72008545944624,29.365601030149893,31.917909119135274,51.560653922444374,6.322814188020945,95.70385096523808,mango
2.122582834557554,37.751676243396666,30.693259384016873,31.114140834203994,51.49257966170399,5.319281394781066,89.04696195884833,mango
22.905627306788094,22.84738466794179,28.341005492973537,34.37932156714462,48.472637051636816,5.24232103902377,98.75988394492772,mango
23.735170818729497,31.095738625222406,31.327781399070943,30.039012007445354,54.66785127701941,5.630753215502905,98.80739885057795,mango
7.968610743790598,36.354598805150395,32.09128331663579,29.905032185257987,48.27232359182257,4.959312836282489,89.01801828477842,mango
6.216048762369925,18.57314922923643,29.46548784824794,28.21637405042638,54.62885037983777,6.314701346551279,96.27484483557988,mango
17.597864792196106,31.89653233291958,29.623487481792644,34.081171120720974,51.568825368735595,5.272616696801671,92.98795316533851,mango
19.906441170613828,26.727295022031527,30.706407800358075,32.67481671768188,47.716541366331036,5.342434724832441,88.98263032614986,mango
12.352266977198932,35.90271506417804,30.99805745258628,32.08465754112049,48.72440168833297,5.259651758611599,98.44562820324651,mango
11.544464577565424,19.067487433759357,32.51398574859188,31.000561596894613,47.39406942625499,4.898571563671243,92.46051794748408,mango
28.880478885437544,29.80440461432722,29.293632732589273,31.417222789620364,50.26679119786346,6.782973629732486,93.57441052499262,mango
38.77946978055288,22.64823195682745,24.115846503899792,28.513471566082703,47.59412232120059,5.359629844093287,93.73816646648227,mango
1.9100551457690116,37.11784144144941,26.152538488642264,30.33985819353364,49.7598958644037,5.816133703944296,97.96349707383983,mango
11.77729539902407,36.86120522739128,31.559477427389197,28.045962215189007,53.03863151880982,6.077850120095981,95.43573639026847,mango
-1.1909815252716474,15.06747400347033,33.55222099993429,35.867738057726974,49.18072271229534,5.535801824058198,98.53813399392673,mango
-0.39227960738441703,34.0449462448947,31.751778136316666,30.869892043086033,49.019151338270426,5.837137927268835,91.00226784777358,mango
12.262559676545525,29.369690855416867,26.96745999035565,35.6971886333261,51.27322000436585,5.429004105947131,105.81060175752933,mango
34.33434497357175,35.97612950989652,29.543652148652512,34.88805026862087,46.53213225898254,6.42435863776375,94.1751557471685,mango
19.656426594734967,20.95885831036437,29.947330727047014,29.381154201066057,53.578679492704396,5.136830372037155,100.67536643314189,mango
0.11367321650605344,27.65695844199591,36.97829346427591,30.24890266022516,48.84151520758858,5.68295310922935,93.18022350179315,mango
18.93633592995078,18.601962220650094,32.631532274041284,30.83404367580827,47.45366283262187,5.959447974190604,92.66204981084584,mango
4.124597409604483,29.30882262453142,29.01275191314972,30.63605162584344,52.691558557442264,6.132129408562175,91.52013357321094,mango
23.441370755803938,39.33412302667974,28.394178919654717,32.414549858246396,50.703644928008714,5.955338696248562,106.1115955971761,mango
4.264400785188745,16.310163922781644,21.48069160884979,28.693189979503593,50.43691754490049,5.835293686790487,102.04254289842085,mango
23.031722481508005,22.8479962773574,35.10988456066183,32.692842443308855,46.729422275103225,4.9107582542309345,86.48115753824919,mango
35.717223508794255,39.08240275895415,25.821786408301534,33.259976632177604,43.70356785942098,6.781293889038502,95.57672704559319,mango
38.02099000996513,28.49293713957336,31.384963535282736,28.91583742728266,53.05091401125639,6.267282590972065,99.57796575700031,mango
3.213433100738709,24.270479956116038,36.91711777680928,30.058865536042884,48.38185178030644,5.280582976036349,98.16504837414828,mango
9.917389802190874,33.04359787102043,25.974845313577177,33.205616144574186,43.89035644863732,6.213644275158197,99.78759111990541,mango
14.69762218201802,34.4604919040594,27.926802106754604,27.941407988563242,53.78445506871778,5.338076164473321,91.68477918257577,mango
8.007542879755864,35.27560251965015,31.30430379977934,35.65492770371874,51.338042942716655,5.966457203200707,95.54340175807715,mango
10.849056626273022,32.278835491918336,35.20709256721729,35.510069741914435,48.68926453826107,6.8150452280763485,95.45009326936292,mango
27.27899301654532,19.70830475864251,34.259668950027816,32.59372392098196,50.08127719115892,6.222908993405345,96.69775273707599,mango
1.3011146462365235,18.22965685732918,27.21640518630073,34.71487697619278,45.678668230603655,6.338163624449569,98.05409543811471,mango
23.390143953591103,25.928220885974458,24.333367049365844,27.102949535162214,47.76766934001589,5.7067319740977975,93.94941215318585,mango
15.583575341819339,18.779492637464482,33.16921755355001,30.521891519459782,50.490683445707994,5.037370716951615,94.74615670647637,mango
22.94555752789402,23.704240566886806,30.205309614590433,28.57002664410605,44.9734245265131,5.567897601755498,95.92373200392724,mango
37.45004605178027,17.5440721517055,31.079520294694223,32.685997995676914,47.53241900530661,6.261428059960003,87.68635249232821,mango
37.244004814857355,36.891972747973604,31.486675012923293,32.533345388089636,49.50369235533021,5.047963420715763,94.39844570998615,mango
17.81158139725534,22.633082180663255,31.90664194003934,29.40475697700495,45.75636867347621,5.574016932648489,92.17871281423405,mango
38.76652996815427,19.49827961668373,27.96709516429665,34.860412844186996,45.939568627774904,6.089921986777689,90.35923455036637,mango
17.317333496098307,17.031745527670374,34.206367129764914,29.52802272925775,52.67689876435483,5.043443586761706,98.71627530223749,mango
28.509757459105934,38.12691346572281,29.606341357664856,32.65670263856229,52.10022168921605,6.17958462204831,92.02786944320293,mango
9.121309852997378,30.427608942298072,34.54501026787296,29.961460135313523,49.2797024991161,6.327081345541895,88.3956794945469,mango
26.26521833691116,37.747885154988126,29.1337744461726,35.538754618378455,47.684904053822365,6.261074108641718,98.39905059118425,mango
35.230906729602445,33.96574013980498,29.618175416368636,26.980231762185728,45.41699646979457,6.362373340022467,92.83829855836626,mango
8.403506836341295,22.10710155916841,30.728496264080274,31.89513573594808,53.31366267915881,5.7336758649277595,93.24701195946672,mango
0.6190408120060436,31.722434368318066,29.556131680570797,29.82241893123472,50.10493269669287,6.0672965578752995,86.1453341259744,mango
29.367766352319297,35.05454115038961,23.22744926112953,34.03192118454265,51.79568345681472,6.2539908304106415,90.80328539934028,mango
27.94065911192785,38.78003069300561,33.12835641536112,35.53546099118251,49.47384687395067,6.220262721053073,96.42982426454917,mango
8.94762732164551,34.76099860019941,29.828001304311748,28.85297449739178,48.65366529844572,6.5812296717206396,92.33222376158241,mango
33.46792007808359,14.961810798352333,24.228369750786467,30.539647361626432,50.40123097278121,6.130911450464331,90.59631932914914,mango
2.341742904454583,18.231330602205567,25.349056973198902,30.61139476677713,48.660972658605026,6.137412297169975,93.1501806452747,mango
29.48770189914165,23.427613845256207,33.68690762269845,32.06205013108371,48.96866977937114,6.659732295130183,92.06089551190767,mango
8.760428764235556,27.34965668326026,35.53671866858551,29.957239611927253,44.72384091397676,5.026131859842094,100.61303551813226,mango
5.5631907952680955,30.578705498797298,34.04687659399055,31.453366869964754,50.597445364392954,5.982071342770466,92.75797793433529,mango
31.975227768014737,23.249158280228382,33.12276028156879,30.514561630764668,53.122465930743104,6.370387228606421,96.18883141451364,mango
31.862957846568133,18.61517352334804,33.79159445495638,32.21804957387954,55.64035078813721,6.242287818629048,90.20382575662524,mango
16.994939756144923,17.512585394530014,25.283193832234787,31.095333037752734,53.005155426112346,5.458986991933186,93.0052706644789,mango
9.769231201696172,27.655094269310613,21.486340058302094,28.703347721615113,48.3815611276037,5.681252111665949,96.33679162760842,mango
28.8612458342702,35.17696724403034,31.961127845200572,32.442483990551196,50.51574285597417,6.090727375014979,95.92629539240099,mango
7.256067745743421,28.952829710262787,31.85134659429133,29.8781676356954,45.799737613502096,5.101561692293036,96.79186029154927,mango
7.18814314100451,35.36659727860592,32.04832939256459,32.49596484247356,53.31133960347414,5.883057152351378,98.26059093345954,mango
24.19531524086143,37.16622177838483,31.58133494173128,30.018876000038894,54.98875352321454,5.432052574683706,102.22735309762703,mango
6.852842399572346,19.185909309803378,24.988431663452083,30.772089824832356,51.06040869562763,6.439488046886684,98.11858887619536,mango
18.0496772272961,34.389711122913546,30.259296736023526,32.28839950026671,49.64160633614057,5.378168246870029,96.44952446105283,mango
25.92289581016709,24.396471376046566,37.1519655858981,32.16663931004118,49.610974141687805,6.443666575967346,93.54250573113221,mango
10.430045912949012,18.985266813336676,28.86356732920686,28.373360572506567,53.78275351972808,5.638531930789478,92.7233544781467,mango
29.461258502904922,29.751756510019273,23.202171525052453,32.33999761248847,52.3724539013577,6.533352958938394,91.43931423207245,mango
1.8378077206178087,32.92629343813038,27.550121017637533,32.12489015330551,49.475607242429874,5.796610343656343,92.30754733470708,mango
2.9261764570061795,37.0634046537698,30.20327496624371,28.248792227203253,48.20681410594503,6.4288186201866475,96.65569490434127,mango
31.971017775796525,29.58511266916723,35.755167323855446,30.72941308659882,51.04918655722493,5.614216987909951,84.52972986436751,mango
0.013375533489428548,27.527563475802495,30.082722793544452,30.130380462435184,49.78520108352466,5.960337944741677,91.16445264203605,mango
38.47221270810229,14.027398788108947,34.65238462782166,34.91267156990204,54.41930911429153,4.960401594611148,99.20746912189838,mango
18.293913139802353,25.970004883771242,30.938981284205404,32.4758398334639,46.451171115392626,5.1880258995174975,93.84837362573234,mango
21.852125524257232,17.41311868626845,29.73957424260629,30.563452375835862,46.17791806142432,5.988121291155832,91.30485856499297,mango
35.5698959683856,18.317324837755333,23.379737756157827,33.77749253041854,46.81000703704513,6.696995638205297,93.24799895218769,mango
18.04975595694502,26.499185690422138,30.04338413646846,32.09848110727466,46.327752005937334,5.4010526077348695,91.15648401504929,mango
23.747918442019518,17.61868248076317,27.735052691880135,31.66754415182684,51.57085186664393,6.426044476544399,92.77529975504685,mango
40.54306382289945,23.760123888157963,29.239519357792844,33.628923861804466,53.39164152252765,4.812448212971319,101.33838389713685,mango
7.04482457487242,34.12792209550581,29.93108244068047,27.852232418633577,54.281053565021836,6.136353441541799,95.860613571954,mango
9.453264458657817,34.085633707846874,29.60811308573331,29.194079379197404,50.61160774431101,6.863657402615803,98.02970526629261,mango
31.803190290104844,18.984307981284243,33.285514874471716,31.151911373984593,51.51527721453089,6.389735179332346,98.28558910726488,mango
25.545110511174162,32.056024225894625,26.475325269435555,29.82710463490953,48.839587841141736,5.4606959297090265,96.8086765388731,mango
16.07825806876799,18.72687054784753,32.73425685306076,31.871913846889772,46.70865793037739,5.427289373919459,92.07629416789548,mango
19.867900767927082,22.030516589904252,25.424259609730377,32.24856249573175,49.87584769386562,4.937308811053579,90.85563168523059,mango
9.484225205151816,35.484296702855644,26.594343638937733,35.03528622348461,52.121202334779326,5.889415323020409,93.668549346383,mango
17.312429424244527,33.831428008748325,28.08753724170899,31.6455548312257,48.99327824872417,4.732371195189097,97.97768925406764,mango
23.914705032238817,24.87258637830528,27.16105879593666,26.595314227356134,48.023786376674494,5.667280113988854,94.71814605712503,mango
28.399717519449172,36.12996954663647,27.743118753205092,31.534720606999286,52.32952458198472,6.043534805357594,97.8168784574234,mango
0.6733625070947715,34.42191394000118,32.01171948053018,31.30075206814139,52.037210951636716,5.7898169874391545,95.06684929624525,mango
17.40650834328267,24.126629650991816,26.33300184451734,31.927840771493145,49.64336478617164,5.436538048467065,91.33971753364484,mango
19.34048552728761,30.10205367580314,26.48079443129609,27.138836746079516,50.14812695348648,5.17931373948516,94.04120203670064,mango
23.507667837246228,18.197351626665377,27.90633254609146,27.954191359300403,49.283892013093755,5.065067824682977,103.11917102386487,mango
34.55807932715692,26.285623806164757,25.665685587617592,31.22977202797797,50.82499522605764,6.467584333988751,97.36456607415954,mango
10.030857098653634,36.40349128322625,24.13782178721159,34.95224285011518,52.2283837807528,5.668108039885394,99.01589474722462,mango
33.02935810541475,29.99423744965572,34.118498246085224,27.908305687681,51.32931297472136,6.756919009365862,96.94061383373443,mango
33.36524596493652,37.09313543107617,33.05496714973935,31.407264812348338,45.86737001257722,5.466316946759493,93.09021189433935,mango
9.25442028868788,37.62058797954903,32.545078840476734,30.987511561422775,50.12180723762457,5.932393162363637,103.03588600486309,mango
3.278696240234231,33.97147660694913,28.831481131733906,31.575573225038422,50.24951292483264,5.790424836141567,87.51354991993009,mango
31.159742683776503,31.862252655256512,34.89689891512134,30.976643179794834,50.323188921407755,5.478054239294549,85.97401647462601,mango
6.9255604130115,15.589976113386435,27.370849085353665,32.26307031452999,46.49799196249216,6.3902620992591705,90.78266054375764,mango
37.75313827136143,18.27304158892237,23.974796733695648,31.21368127297577,50.7261567106185,5.210583544823443,92.83682864763477,mango
26.274702086387386,15.867294341619708,26.0629336656868,32.177137573520945,50.109040765789736,6.335975157546302,96.32976091484593,mango
-0.7931204384119983,30.504600137372346,33.56063551077153,30.568426849718136,49.181057954474035,5.744605710012831,94.71392303351362,mango
38.04739564517493,18.04456025665949,32.929654716077295,33.77235952717691,53.59820741029802,5.178876259490166,98.45639048641375,mango
1.965050919304447,15.656826138194225,32.213394487376114,35.50178886595892,49.92122893943782,5.478766003957471,101.45887554136942,mango
22.571297902980916,18.914588725071486,29.791563836061332,30.928184763349048,46.29663004097782,5.90659860344415,92.47766402167244,mango
40.36703816331851,21.87675684797739,31.796189264029707,31.320554957263134,51.251371262508194,5.5225988776914825,89.42831635471855,mango
3.74025463965355,27.332254500448563,24.57123714512721,29.747547503296303,48.99820030581458,6.347146679382382,99.11120252190636,mango
2.854373424678242,30.788079046918988,33.0162393783562,30.15847155054343,46.1008715383625,5.484166549457089,97.60656537549801,mango
36.498515170091174,31.654819174441883,31.620494501320973,29.470589480960452,49.19452898346866,5.589337587964264,88.47090554562702,mango
6.26940264158812,30.140682343489843,25.538128784604517,30.629795775374504,45.80961955821596,6.44421467605155,97.61783957626125,mango
26.017552385215097,22.601544989658972,30.098824135055292,32.18506634944876,50.00045872086819,6.090047127640627,97.65765224682018,mango
21.482009182784463,29.988383031342153,31.092466644275593,33.88442471269132,50.20442804472441,5.787849652268674,92.38268885497767,mango
30.300569208543934,24.238773873215344,25.870143275632916,28.99402216324895,48.6501233548922,5.175370368982472,98.54195505918216,mango
17.39415384901235,13.890287631191645,36.413605905835205,31.25330387618685,48.23037832367465,5.413155842107494,89.21986033695208,mango
16.756876020309296,16.969417461206312,25.298015834719614,29.32978056637408,53.53919014998023,5.110956377653389,90.44446568301872,mango
-0.7783545901470357,34.41654197322304,35.35305464770855,30.931806246049934,47.55410450618837,6.305503941091283,90.94050576075223,mango
7.83590754291884,35.116482184470165,25.03530762768616,34.5133144995625,48.829038275693875,5.5779085382933635,96.4642883382105,mango
13.617269454256089,22.174702451942824,27.78337846144946,34.643329047398844,48.04948383367947,5.687947301972317,95.08862988535603,mango
24.200314440081517,19.52750563252004,31.38687531367243,32.14263347144768,48.72625726140493,5.40537249594043,83.7996334369907,mango
15.943339953013929,27.222030842645225,26.182873206577806,29.52296327511872,49.450907779367014,6.002760169481252,87.98750056896208,mango
41.3166966984427,15.05876498087381,27.28646421181654,35.324710246532696,52.38948142022208,4.900831485340078,90.44109224261406,mango
2.895711054218073,18.88740673123645,22.01121089504088,36.11164177475819,49.68413717815049,5.055179805419952,101.55792702878318,mango
0.7370571752167385,18.117888885708446,32.936203569573,36.0223060340484,50.878798943850235,5.179210247078179,95.04772193097307,mango
27.766892248888453,37.12160535254805,30.721355804156143,33.30204714547977,51.23385451148633,5.418270437819364,101.07624826132624,mango
38.9965700194394,34.4197083720247,27.487688341975208,32.8584846895183,54.408873012503506,4.692226983269398,99.32851283097804,mango
34.46669378477856,17.111990592464824,21.056929604974755,31.9577898323679,51.08741848491415,5.281245849524672,98.24661199602019,mango
22.5859409894196,17.035965675655355,26.86573754713708,30.814241671834903,50.89490424020457,6.166772177844954,93.42450335330633,mango
12.191401286871276,19.795466535418658,29.018060307877285,27.489344454339914,50.8329184871244,5.428161025666709,95.1933126554466,mango
11.563523528667867,37.865970116496435,32.68952361750386,28.270931970566856,50.70242832375435,6.552226866437892,99.9199956144704,mango
15.8270915558479,27.79954214713336,31.677795148841028,34.13995549833768,45.12761401385466,4.705992228565811,92.61587294376764,mango
27.996005338365805,22.263314491643946,29.317870480904485,32.05016723066247,49.412963427322865,5.424040230601397,95.99824757898877,mango
17.38138251788854,14.913029796658167,28.616898613043418,32.04137001775921,44.967920265019465,5.734258759594378,93.02623944836905,mango
39.0914700426371,25.295191826989765,31.139473159922478,28.95261985695066,50.79171553304359,6.14501041386528,98.0002734872218,mango
15.122907950451708,34.615734396088534,27.721281862199753,31.62861577622036,49.80084691570257,5.682727775850913,99.43201453098459,mango
11.787831529430424,36.312861023797176,31.342098887459976,33.13075028629267,51.64324361058248,6.278957262907794,93.63292662129824,mango
30.769963902138446,13.676779689547232,24.245401992632665,30.353003684790618,51.0346077313809,5.833640730045941,94.23766403760938,mango
1.3980525034463476,40.035219132333324,25.261027041841896,30.14818949615748,48.198541943650284,5.961677804974823,84.39694804123805,mango
-1.3343291723919708,17.866647985261903,28.889006178787657,35.52620392194918,49.1510280455786,6.2970040681292385,98.55253136837251,mango
28.07379160814825,24.4476262055237,28.669060241392696,29.384362315621708,47.86519168845204,5.322914127496913,99.23235264441357,mango
37.912742226319324,13.83590029161469,31.584240836848434,27.423024455047855,49.13341211193873,4.967236300128585,84.30882496467335,mango
38.77297007268178,17.741211564607475,27.35582818415771,35.083224260752864,47.67699576885601,5.843932173953768,89.77907814834269,mango
15.827425519309001,35.24192104365047,31.335466006408044,33.839988059441495,47.57181781682081,5.977690181911748,102.97920762202628,mango
35.09780787405595,38.97456924800667,27.394634000517822,34.250964179859764,46.65289161663911,6.262594250009509,95.49293773833688,mango
25.43320256629367,26.49783706079049,29.098451111113484,29.32932795108299,50.53162067761717,5.132640980581168,98.49467398054118,mango
36.73933067551992,16.550168427863248,27.78488422351869,29.703488272325195,52.20451693188207,6.031603206577032,90.24328120954183,mango
0.6946187526031893,16.791924205856876,31.890922764469288,32.219514433651504,47.60089272599309,6.346505911064953,90.0140764681275,mango
30.952742651190842,19.743857959949096,32.772168121356216,31.45856871438435,50.59775385422296,5.503862574968998,92.67231383065513,mango
4.986229228361772,22.308552012762,27.551490912950143,32.53720733493004,53.45812694744705,5.9706183024568515,98.39166606414,mango
2.4887489938419916,26.89192194942827,30.42542908581924,30.617007847064087,48.518015463258095,5.751626637149568,97.02189712269917,mango
40.20467466973744,19.151504292079046,31.81660362631851,33.65583545630162,54.487840555541844,4.922884600099942,97.3133528029422,mango
16.704516984351148,21.069699513180602,30.57106848313668,31.319527566125267,46.581392395820714,4.839311361408727,88.67338747055406,mango
18.176617207931667,15.390992469903235,33.180086405468174,30.530400752021333,47.04466798320918,5.9607788121446195,92.04925493562864,mango
27.38967899277019,20.565395677106427,29.545215320155886,34.73267643532261,52.4520711607923,5.231230902143079,89.39120039079793,mango
3.0649563228533045,30.260670273348772,28.780994140465147,27.80057709686176,51.101923635820214,6.332712073517762,93.48462101200975,mango
37.03319960875888,32.52643809086497,25.347124139402734,33.04936110025541,49.691076633088855,6.134942485939407,98.70271749006558,mango
31.431804438576094,34.65757947808911,29.50532100360304,28.067129766030757,47.1440395465131,6.152574769921052,94.45606418849155,mango
38.431937603227006,22.86648171499316,28.57864814192238,32.41983514429576,53.35993776765553,5.389479786759245,98.76299075070456,mango
9.747277370767646,21.47783667409698,35.45121693623289,32.27059845822915,53.572121448953986,5.79542108031147,95.94436598201722,mango
15.893058237787391,25.016772148547304,30.20452147189402,32.434104745571574,48.606067151314384,5.379143091957715,90.41908432630039,mango
4.768463695357486,32.528385663051964,24.50730000208088,32.054952646440825,46.706747699859385,6.403435386373941,95.60541090794324,mango
13.202330438117214,30.929806340280784,31.640214129837126,35.33245772146483,47.71191001040155,6.755809163736814,94.4892083552411,mango
27.20815282484016,24.303002587072452,34.5383953473821,31.288887842291327,54.04497976541857,6.704074427819849,85.18145313942256,mango
27.319180582103602,19.651230413756057,32.05575020276867,34.14146976815242,49.65471643402656,5.692723782732594,96.74434782439403,mango
27.327860449779195,22.566137888268337,29.50674440672936,30.05980190163493,50.39517877077625,5.880597670884699,95.68133951972743,mango
37.34648838574123,16.808764213540737,29.36492191365468,28.060356124281085,50.428626708170206,4.977190412787038,93.25401705836974,mango
7.662818020468067,40.07368661590346,28.939447977101466,28.431592636783105,47.38782289734315,5.680416564311691,93.65585398540513,mango
1.2784030540509144,35.89631562782425,29.266651181201453,30.17729468376212,48.89329352026878,6.17098914178558,88.44454034275763,mango
19.32714494716406,20.162356775210345,31.40094501176971,32.81027161150181,48.26147071391409,5.9360696326782225,94.07307932832566,mango
10.779585607458332,32.125385425939385,26.306993638849544,35.759237667718395,50.34832093706186,5.43380475007322,99.67575888948346,mango
-0.9543069590163358,35.573628549020604,26.77988085088342,33.21597646889488,50.9989618046528,5.36525941496182,98.99574120971519,mango
3.805441845030617,37.588000846527606,30.74770935628404,30.32257119421209,46.38838615450363,5.582694186094758,90.1100765220575,mango
7.274928381036581,30.539263319515403,30.191809356217707,31.309458596579763,49.306314754952744,6.521950723673259,101.41432218891823,mango
14.017252740492854,25.620958505262873,28.73372512966754,32.94746058646881,48.257966849837736,4.9394419242323115,91.70223572649853,mango
20.097694519647987,37.07550214474501,29.364488852826323,29.81443805501615,48.60427088555294,4.6076373535094985,94.1102927948413,mango
36.94259212015485,36.11568294477797,28.18210700388873,34.55993772894427,43.673166441315765,6.778843564648139,97.41874826533646,mango
29.440966274722644,30.140214501700967,29.87444986148942,31.123136775901976,49.90803251876275,6.28472422664483,93.18998313521726,mango
18.738324310484675,26.121461495410966,33.063425777967495,30.887866049455646,46.20183128083401,5.309380242581367,89.0470939940095,mango
15.561172965556318,24.107398099021758,30.130320913580476,33.51936170161421,51.24455928950843,4.6116585515523605,88.6920968103952,mango
11.925517915294634,34.5943670339129,28.77118021970097,30.26291127216332,50.708985011550034,4.837847059303681,93.7778794056933,mango
0.7439303668300763,34.130043243733446,31.242345492027482,31.080974349100416,52.455193398452096,5.801389684441437,94.36372889994334,mango
19.493076032475727,23.73232366102651,28.686488892764956,27.454228791711948,46.651729265636476,5.31587422840621,91.32930693324032,mango
37.74740683860906,19.763529912056967,33.622274131308366,34.232717067512226,48.01135651979156,5.908367872648989,84.47140061086341,mango
10.774007273757599,32.8433301103026,29.33927713782679,29.66465297859801,48.90612882129903,6.54811238313406,96.51881231010945,mango
